QKEY,INTERVIEW_START_W132,INTERVIEW_END_W132,DEVICE_TYPE_W132,LANG_W132,FORM_W132,XDENOM_W132,IMPWOMPRES_W132,LIKELYWOMPRES_W132,ALTID_a_W132,ALTID_b_W132,ALTID_c_W132,ALTID_d_W132,ALTID_e_W132,NONRELIGIOUS_W132,SPIRIMP_W132,SPIRESSENT1_a_W132,SPIRESSENT1_b_W132,SPIRESSENT1_c_W132,SPIRESSENT1_d_W132,SPIRESSENT1_e_W132,SPIRESSENT1_f_W132,SPIRESSENT1_g_W132,SPIRESSENT1_h_W132,SPIRESSENT1_i_W132,SPIRESSENT1_j_W132,SPIRACT1_a_W132,SPIRACT1_b_W132,SPIRACT1_c_W132,SPIRACT1_d_W132,SPIRACT1_e_W132,SPIRACT2_a_W132,SPIRACT2_b_W132,SPIRACT2_c_W132,SPIRACT2_d_W132,SPIRACT2_e_W132,RTWRNG_a_W132,RTWRNG_b_W132,RTWRNG_c_W132,RTWRNG_d_W132,RTWRNG_e_W132,RTWRNG_f_W132,RTWRNG_g_W132,GOD_W132,GODBIBLE_W132,HGHPWR_W132,MISSINGGOD_W132,SPIREXIST_W132,SPIRTYPE_W132,SPIRENC_W132,BEYONDEXP_W132,SOUL_W132,BELIEVE_a_W132,BELIEVE_b_W132,DTHLKE_a_W132,DTHLKE_b_W132,DTHLKE_c_W132,DTHLKE_d_W132,DTHLKE_e_W132,DTHLKE_f_W132,SPIRSPEAK_W132,SPIREXP_a_W132,SPIREXP_b_W132,SPIREXP_c_W132,SPIREXP_d_W132,SPIRENERGY_a_W132,SPIRENERGY_b_W132,SPIRENERGY_c_W132,SPIRENERGY_d_W132,SPIRTHINGS_a_W132,SPIRTHINGS_b_W132,SPIRTHINGS_c_W132,SPIRTHINGS_d_W132,SPIRTHINGS_e_W132,SPIRCOM1_a_W132,SPIRCOM1_b_W132,SPIRCOM1_c_W132,SPIRCOM2a_W132,SPIRCOM2b_W132,SPIRCOM2c_W132,SECMEMB_W132,SECBEL1_W132,SECBEL2_W132,SPIRWORLD_W132,RELIMPACT_W132,SCIMPACT_W132,CHRELIG_W132,LIFEDIR_W132,LIFESPIR_W132,RELEFFECT_a_W132,RELEFFECT_b_W132,RELEFFECT_c_W132,RELEFFECT_d_W132,WHYNONE_MOD_a_W132,WHYNONE_MOD_b_W132,WHYNONE_MOD_c_W132,WHYNONE_MOD_d_W132,WHYNONE_MOD_e_W132,WHYNONE_MOD_f_W132,AI_HEARD_W132,CNCEXC_W132,AIHLPHRT_a_W132,AIHLPHRT_b_W132,AIHLPHRT_c_W132,AIHLPHRT_d_W132,AIHLPHRT_e_W132,AIHLPHRT_f_W132,AIHLPHRT_g_W132,AIHLPHRT_h_W132,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W132
201701649279,2023-08-04T21:00:16Z,2023-08-04T21:14:28Z,2,1,1,2,6,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,4,3,5,1,5,1,1,2,3,1,1,1,1,1,1,1,1,1,1,NA,NA,1,4,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,NA,NA,NA,2,2,1,2,3,3,12,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,3,2,2,2,NA,NA,NA,NA,1,4,9,3,2,2,2,3,2,NA,1,1,1,1,1,2,1,1,1,5,1,NA,1,1,1,3,1,1,1,1,0.8557411440624838
201701649448,2023-08-03T11:25:26Z,2023-08-03T11:42:06Z,2,1,1,1,4,3,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,7,3,7,2,7,NA,2,NA,2,NA,3,2,2,2,2,1,2,1,2,NA,NA,1,3,1,1,1,1,1,2,2,2,2,5,2,1,4,4,4,3,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,12,4,4,3,4,2,4,4,3,3,3,3,3,2,2,3,3,3,3,NA,NA,NA,NA,2,2,3,3,4,2,3,1,2,NA,4,1,1,1,3,3,12,NA,3,5,3,2,2,3,1,1,3,5,2,1,2.576796073466805
201701649728,2023-08-02T22:02:04Z,2023-08-06T20:46:51Z,2,1,2,1,2,4,2,2,2,1,1,1,1,1,2,1,1,1,1,2,3,1,1,5,6,1,3,6,1,NA,1,2,NA,4,1,2,1,1,1,1,NA,NA,NA,1,1,3,1,1,1,1,1,2,2,2,3,2,2,1,1,1,3,1,1,2,1,1,1,2,2,2,1,2,1,2,NA,2,NA,2,2,2,2,3,3,4,4,1,2,2,2,1,5,4,2,4,5,5,1,3,NA,NA,NA,NA,3,3,3,3,1,3,5,2,2,1,2,3,2,NA,1,2,2,1,1,2,12,NA,3,3,3,2,2,3,1,5,2,1,2,2,0.45745140202596235
201701649905,2023-08-01T16:46:50Z,2023-08-01T17:02:53Z,3,1,2,1,3,4,2,2,2,1,1,1,2,2,2,3,1,2,2,2,3,2,3,5,5,5,2,5,2,2,3,4,1,2,2,1,1,1,2,1,NA,NA,NA,1,99,NA,NA,1,1,1,1,2,4,5,4,5,5,1,2,4,5,4,2,2,1,2,2,1,2,2,1,2,2,2,NA,NA,NA,2,2,1,2,2,2,2,2,3,3,2,4,4,4,4,5,5,3,5,3,3,NA,NA,NA,NA,1,1,1,2,1,4,9,2,3,2,99,99,1,1,1,5,3,1,1,3,12,NA,3,5,2,NA,2,3,1,1,3,NA,2,1,1.8163276420497114
201701651057,2023-08-03T11:09:56Z,2023-08-03T11:25:37Z,1,1,2,1,2,4,2,2,2,1,1,1,2,3,3,3,3,1,3,1,3,1,1,5,3,4,3,6,4,4,4,2,NA,5,1,4,1,3,1,1,NA,NA,NA,3,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,2,1,5,3,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,3,2,1,2,1,1,2,1,2,1,2,1,3,1,3,1,1,2,1,4,2,3,NA,NA,NA,NA,1,2,1,1,1,4,8,2,4,2,1,6,2,NA,1,1,1,1,1,1,12,NA,3,6,2,NA,2,4,1,5,4,2,1,2,0.6154695216429905
201701651701,2023-08-01T19:26:23Z,2023-08-01T19:44:42Z,2,1,1,1,1,3,1,2,2,1,2,2,1,1,2,3,2,1,1,1,2,1,1,5,5,3,5,7,6,5,4,2,NA,3,2,3,1,4,3,3,1,2,NA,NA,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,3,5,2,1,1,2,1,1,2,1,2,1,1,2,2,3,NA,NA,2,2,2,2,3,3,1,2,1,2,4,1,2,99,99,99,99,99,99,2,2,3,3,3,3,NA,NA,NA,NA,1,2,3,1,4,2,3,2,2,NA,1,2,2,1,1,1,12,NA,3,4,2,NA,2,3,1,3,3,4,2,2,0.3354968268824875
201701651794,2023-08-01T20:34:41Z,2023-08-01T20:45:36Z,2,1,2,1,6,1,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,6,4,5,4,2,NA,3,2,2,2,2,2,2,NA,NA,NA,2,2,NA,NA,2,2,2,2,3,4,4,4,3,3,2,4,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,2,1,2,2,2,2,2,2,4,3,2,3,3,3,1,3,NA,NA,NA,NA,3,2,3,1,1,3,5,2,2,1,1,6,2,NA,1,1,1,1,1,1,10,NA,3,4,1,NA,1,2,3,9,3,1,2,2,2.625122449155651
201701652109,2023-08-02T07:32:39Z,2023-08-02T07:51:33Z,2,1,2,2,6,3,1,2,2,1,2,2,1,3,2,3,1,3,1,3,2,3,2,6,3,3,6,7,NA,5,6,NA,NA,1,3,3,2,3,3,2,NA,NA,NA,1,1,2,2,2,1,1,1,3,3,3,4,4,1,2,2,1,5,1,1,2,2,2,2,2,2,2,2,1,2,2,1,NA,NA,2,2,1,2,2,3,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,2,3,3,2,3,5,3,4,1,2,4,2,NA,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,7,2,4,1,2,0.37218264803729734
201701652152,2023-08-06T09:56:06Z,2023-08-06T10:20:32Z,1,1,1,2,4,3,2,2,2,1,1,1,1,3,3,1,1,1,1,3,3,3,2,7,4,6,3,7,NA,2,NA,2,NA,2,1,3,1,1,2,2,1,2,NA,NA,1,3,1,1,1,1,2,2,2,2,2,2,2,2,4,3,4,4,2,2,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,1,2,4,2,3,2,2,5,3,2,3,3,3,2,3,3,3,3,3,NA,NA,NA,NA,1,2,3,2,3,2,1,6,2,NA,1,1,1,1,1,6,1,1,1,6,3,2,2,3,1,6,3,3,2,2,1.1554618544153579
201701653417,2023-08-02T17:43:41Z,2023-08-03T22:34:36Z,1,1,2,1,5,3,2,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,3,6,NA,5,NA,5,NA,5,3,2,3,3,4,2,NA,NA,NA,2,1,3,2,1,1,1,1,3,3,3,3,4,3,2,4,4,4,4,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,2,12,2,2,2,1,3,3,2,2,2,3,2,4,1,1,NA,NA,NA,NA,1,2,1,1,1,3,5,2,2,1,1,6,2,NA,2,3,5,2,4,1,12,NA,3,6,3,2,2,3,NA,9,3,1,2,2,0.9857408200016053
201701653727,2023-08-05T13:09:49Z,2023-08-05T13:18:24Z,2,1,2,2,6,2,1,2,2,2,2,2,1,3,1,3,1,1,1,3,3,3,3,7,3,3,3,7,NA,5,5,5,NA,1,1,5,1,5,3,1,NA,NA,NA,1,1,2,1,1,1,1,1,2,4,4,4,4,1,2,1,1,1,3,2,2,2,2,2,2,2,2,1,1,2,2,1,NA,NA,2,2,2,2,3,3,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,2,3,1,3,5,2,2,1,1,6,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,2,1,9,3,1,1,3,0.3816881969397595
201701654247,2023-08-04T12:09:55Z,2023-08-04T12:23:17Z,1,1,2,2,3,2,99,99,99,1,99,2,2,1,3,1,3,1,1,2,1,1,1,5,5,6,5,7,4,5,NA,2,NA,3,1,2,2,1,2,1,NA,NA,NA,2,1,3,1,1,1,1,2,2,1,2,3,2,2,1,2,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,2,2,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,2,2,1,1,4,9,2,3,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,6,2,NA,2,4,1,9,5,1,1,2,0.27289930854872074
201701655314,2023-08-02T18:17:32Z,2023-08-02T18:31:02Z,2,1,1,2,3,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,4,3,3,3,6,2,2,4,2,NA,3,1,3,1,3,1,1,1,1,NA,NA,1,3,1,1,1,1,1,2,2,1,2,2,2,1,4,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,1,2,3,3,1,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,2,3,3,3,1,3,NA,NA,NA,NA,1,3,5,1,2,2,2,3,2,NA,1,2,2,1,1,3,1,1,1,5,3,2,2,3,3,1,2,2,2,1,2.055538898703239
201701656157,2023-08-04T09:57:19Z,2023-08-04T10:14:42Z,2,1,1,1,2,2,2,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,2,6,NA,1,NA,2,NA,5,3,1,3,4,2,2,2,NA,1,NA,3,NA,NA,2,2,2,2,5,5,5,5,5,5,2,4,2,5,4,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,1,3,2,2,4,2,3,2,1,4,2,2,3,3,5,2,2,1,3,1,3,NA,NA,NA,NA,2,4,9,3,4,1,2,3,2,NA,1,5,4,1,1,99,9,NA,3,6,3,2,2,3,1,4,3,5,2,2,1.0669594090911863
201701657354,2023-08-02T14:55:58Z,2023-08-02T15:11:08Z,2,1,2,1,4,4,2,2,2,1,1,1,1,1,3,2,1,1,1,2,2,1,2,6,4,2,2,7,NA,2,1,2,NA,3,2,2,2,2,2,3,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,3,3,1,2,1,1,1,2,2,1,2,1,2,2,2,NA,NA,NA,2,2,1,2,3,3,2,4,3,2,2,2,3,1,3,3,4,2,5,2,2,NA,NA,NA,NA,3,3,3,3,1,4,8,3,3,1,3,2,2,NA,1,1,1,1,1,1,12,NA,3,6,1,NA,1,1,1,1,1,2,2,1,2.2198067562328685
201701657660,2023-08-03T23:07:31Z,2023-08-03T23:20:31Z,2,1,1,2,2,3,2,2,2,1,1,1,2,2,3,2,3,1,1,3,2,2,2,5,5,1,2,6,2,1,4,2,NA,4,1,4,2,3,3,2,2,NA,1,NA,1,3,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,3,NA,2,2,2,2,2,3,2,2,3,1,2,2,2,2,5,2,2,3,5,4,2,3,1,3,1,2,NA,NA,NA,NA,1,2,3,3,2,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,3,2,2,3,1,9,3,1,1,2,0.6557944546346121
201701658035,2023-08-04T12:33:20Z,2023-08-04T12:51:04Z,1,1,1,2,2,3,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,6,2,3,2,7,NA,4,1,2,NA,2,2,3,2,3,2,2,1,99,NA,NA,3,NA,NA,1,1,1,99,5,5,5,5,5,5,1,2,2,3,2,1,2,2,2,2,2,2,1,1,2,2,2,NA,NA,NA,2,2,2,2,2,2,2,4,4,2,3,2,3,NA,NA,NA,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,1,4,8,2,4,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,5,2,NA,2,3,1,5,3,2,2,2,0.8178789003919135
201701658716,2023-08-03T15:53:04Z,2023-08-03T16:22:48Z,1,1,2,2,2,3,1,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,3,7,NA,5,NA,2,NA,3,1,4,1,4,3,4,NA,NA,NA,1,1,4,2,2,1,1,1,2,2,3,3,3,2,2,4,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,1,3,4,1,2,2,2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,1,1,1,3,5,3,4,1,1,5,2,NA,1,2,2,1,1,1,1,2,1,5,2,NA,2,4,1,9,4,NA,1,3,0.43577118870395115
201701658940,2023-08-01T21:06:41Z,2023-08-01T21:18:15Z,2,1,2,2,5,3,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,1,2,4,5,4,3,7,2,5,2,2,NA,3,2,1,1,1,1,1,NA,NA,NA,1,1,4,2,2,1,1,1,2,2,2,3,3,2,2,3,4,5,4,2,2,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,2,2,2,2,2,3,2,3,3,1,4,1,4,1,5,5,4,5,1,2,2,NA,NA,NA,NA,1,2,2,1,1,1,2,2,3,1,2,3,2,NA,1,1,1,1,1,1,2,2,2,4,3,1,1,2,1,9,3,1,1,3,0.6734060259228838
201701659002,2023-08-02T16:27:57Z,2023-08-02T16:38:04Z,2,2,2,2,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,3,4,3,1,7,1,2,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,3,2,2,1,1,1,4,4,5,1,4,4,2,1,4,4,4,2,2,2,1,2,2,2,2,2,2,2,1,NA,NA,1,2,2,2,2,3,3,99,2,3,1,2,1,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,2,99,99,1,1,3,7,3,2,2,3,1,1,1,4,1,3,2,4,1,1,1,1,5,99,99,9,9,NA,1,4,1,1,1,4.152597327623723
201701659298,2023-08-03T13:22:11Z,2023-08-03T13:31:17Z,2,1,1,1,5,3,2,2,2,1,1,1,3,2,3,2,3,1,2,1,3,2,2,7,3,3,2,7,NA,5,3,2,NA,5,1,2,2,2,1,2,2,NA,1,NA,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,4,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,3,3,2,2,1,2,1,2,2,3,4,3,3,5,3,2,3,1,1,1,1,NA,NA,NA,NA,1,3,5,2,3,1,1,5,2,NA,1,1,1,1,1,3,12,NA,3,6,1,NA,1,1,1,9,1,2,2,2,0.8761836628581025
201701660510,2023-08-04T08:22:12Z,2023-08-04T08:33:17Z,1,1,1,1,3,4,2,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,99,6,3,7,NA,NA,NA,2,NA,4,2,2,2,3,2,1,2,NA,1,NA,3,NA,NA,2,2,2,2,4,4,4,4,4,4,2,4,1,5,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,2,1,2,2,3,3,3,1,3,3,3,5,5,5,1,2,3,1,1,1,NA,NA,NA,NA,1,3,5,1,4,1,1,5,2,NA,1,1,1,1,1,3,10,NA,3,6,2,NA,2,4,1,2,5,2,2,2,0.25920306599255905
201701660516,2023-08-02T07:46:15Z,2023-08-05T22:07:15Z,2,1,2,1,1,1,99,1,99,99,99,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,6,2,5,4,2,NA,5,1,3,1,2,2,1,NA,NA,NA,3,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,4,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,3,1,2,1,3,2,2,2,2,2,1,2,2,1,1,1,1,1,5,1,1,NA,NA,NA,NA,1,2,3,3,1,2,3,1,2,2,1,6,2,NA,1,1,1,1,1,1,9,NA,3,6,2,NA,2,4,1,9,5,1,2,3,0.8093230972940981
201701660622,2023-08-01T19:11:47Z,2023-08-01T19:23:30Z,1,1,1,2,4,4,1,2,2,2,2,2,2,3,1,3,1,2,2,3,3,2,2,7,7,7,7,7,NA,NA,NA,NA,NA,1,2,3,1,3,3,1,1,1,NA,NA,1,3,1,2,1,1,1,4,4,4,4,4,2,2,2,4,1,4,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,NA,2,2,1,2,3,3,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,1,2,3,2,4,2,3,2,2,NA,1,1,1,1,1,5,1,1,1,2,1,NA,1,2,3,3,3,3,2,2,2.2097068175979184
201701660909,2023-08-05T11:13:50Z,2023-08-05T11:42:29Z,2,1,1,2,2,1,99,99,99,1,99,2,1,1,1,1,1,1,1,1,1,1,1,2,5,2,5,7,2,2,1,2,NA,1,2,1,1,2,1,1,1,1,NA,NA,1,3,1,1,1,1,1,2,2,2,2,2,2,1,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,4,1,1,3,1,4,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,1,2,3,2,2,2,3,1,2,NA,1,2,2,1,1,2,1,1,1,1,1,NA,1,1,3,1,2,NA,2,1,0.8589928788744599
201701661123,2023-08-03T11:28:43Z,2023-08-03T11:39:00Z,2,1,1,2,4,1,1,2,2,1,2,2,3,3,3,2,1,2,1,3,3,3,3,7,5,7,6,7,NA,5,NA,NA,NA,4,1,4,3,3,3,3,1,1,NA,NA,2,NA,NA,2,1,1,1,3,2,3,3,3,2,1,2,3,5,4,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,1,2,2,2,1,4,1,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,NA,NA,NA,NA,2,3,7,3,2,2,1,5,2,NA,1,1,1,1,1,2,1,1,1,6,1,NA,1,9,1,6,99,1,2,2,1.8000141448358065
201701661147,2023-08-02T01:35:25Z,2023-08-02T01:52:17Z,2,1,1,1,6,3,2,2,2,1,2,2,2,3,3,3,1,3,2,1,3,1,2,1,3,2,3,3,4,4,4,99,2,4,2,3,2,1,2,1,1,1,NA,NA,1,3,2,2,1,2,2,5,5,5,5,5,5,2,1,5,5,3,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,3,2,1,2,3,2,12,4,4,2,4,2,2,5,5,3,5,5,5,3,3,3,3,3,3,NA,NA,NA,NA,1,3,7,2,2,2,2,4,2,NA,4,2,2,1,3,6,12,NA,3,5,4,1,1,2,1,3,3,4,2,2,1.5280652398015615
201701662260,2023-08-02T08:44:09Z,2023-08-02T08:58:02Z,2,1,2,2,3,3,1,2,2,1,2,2,1,2,1,2,1,1,2,1,3,1,2,6,2,5,3,7,NA,2,2,2,NA,1,2,4,2,2,3,3,NA,NA,NA,1,1,3,1,1,1,1,1,2,5,3,5,3,5,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,3,NA,3,2,2,1,2,3,3,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,3,3,1,1,4,9,2,2,2,1,5,2,NA,1,4,4,1,1,1,1,1,1,2,3,99,9,9,1,9,3,1,1,2,0.7537480841726195
201701662558,2023-08-04T07:28:20Z,2023-08-04T07:51:55Z,2,1,1,2,5,1,2,2,2,1,1,1,3,3,3,2,3,2,2,2,3,3,3,6,2,6,5,6,NA,2,NA,2,NA,5,2,1,1,1,3,2,99,NA,NA,2,2,NA,NA,2,2,2,2,3,3,3,3,3,3,2,4,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,1,2,2,3,1,2,1,3,4,3,2,2,2,3,2,2,2,1,1,2,NA,NA,NA,NA,1,2,3,3,2,1,3,2,2,NA,1,1,1,1,1,1,2,2,2,6,1,NA,1,1,1,9,2,1,2,2,1.9499913036315146
201701662648,2023-08-01T17:33:29Z,2023-08-01T17:48:17Z,1,1,1,1,6,5,2,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,3,7,NA,NA,6,6,NA,5,1,3,4,3,1,5,99,NA,NA,99,2,NA,NA,2,99,99,99,4,4,4,4,4,5,2,5,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,99,2,3,1,2,2,1,3,1,4,5,5,5,5,5,5,1,2,2,3,2,1,NA,NA,NA,NA,2,4,9,3,3,1,2,4,2,NA,1,99,99,1,1,1,10,NA,3,5,4,1,1,9,1,9,99,2,1,3,0.4273094449087761
201701662714,2023-08-01T21:07:27Z,2023-08-01T21:44:24Z,2,1,2,2,3,3,1,2,2,1,2,2,1,2,1,1,1,2,3,3,3,2,2,3,3,4,3,7,6,2,4,2,NA,1,1,2,2,1,3,3,NA,NA,NA,1,1,1,2,2,1,1,1,5,5,3,3,3,5,2,1,4,1,1,1,2,2,1,1,2,2,1,1,1,2,2,3,NA,NA,2,2,2,2,2,2,2,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,2,3,3,1,1,2,2,4,2,3,2,2,NA,1,1,1,1,1,5,4,2,4,2,2,NA,2,3,1,6,3,3,1,3,0.5898756842160091
201701663692,2023-08-01T20:23:21Z,2023-08-01T20:40:23Z,2,1,1,2,4,4,1,2,2,1,2,2,2,2,1,3,1,1,1,3,3,3,3,6,5,6,3,7,NA,5,NA,2,NA,1,1,4,2,1,1,1,1,1,NA,NA,3,NA,NA,2,1,1,1,5,3,3,5,3,5,2,4,4,5,5,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,1,2,2,3,1,4,4,1,4,1,4,NA,NA,NA,NA,NA,NA,2,2,2,3,2,2,NA,NA,NA,NA,1,3,6,3,3,1,3,1,2,NA,1,1,1,1,1,1,1,NA,1,4,1,NA,1,1,1,1,2,4,2,1,1.897705771439962
201701664244,2023-08-05T21:38:05Z,2023-08-05T21:44:01Z,2,1,1,1,6,3,2,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,3,7,NA,5,NA,2,NA,5,1,4,2,3,3,2,2,NA,2,NA,2,NA,NA,2,2,2,2,4,4,3,4,4,4,2,3,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,2,1,2,1,1,2,8,2,2,2,1,2,1,1,5,1,2,5,5,1,3,1,1,1,1,NA,NA,NA,NA,1,1,2,1,1,1,1,6,2,NA,1,3,5,1,1,6,9,NA,3,5,3,2,2,4,1,1,4,1,1,1,0.18555245124268058
201701664641,2023-08-01T17:02:06Z,2023-08-01T17:25:58Z,2,1,2,2,3,3,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,7,7,7,6,7,NA,NA,NA,NA,NA,2,1,4,1,3,2,3,NA,NA,NA,1,1,3,1,1,1,1,1,1,1,2,3,1,1,1,4,3,3,4,1,1,1,1,1,2,1,2,1,1,2,2,3,NA,NA,2,2,1,2,2,3,1,1,3,2,4,1,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,2,2,1,1,3,7,3,4,2,3,1,2,NA,1,1,1,1,1,6,1,2,1,5,2,NA,2,3,2,1,1,3,2,1,2.7707625703593846
201701664888,2023-08-01T17:06:04Z,2023-08-01T17:59:47Z,2,1,2,2,4,4,1,2,2,1,2,2,1,1,1,3,1,1,1,2,3,1,2,6,4,6,4,7,NA,5,NA,2,NA,1,1,1,1,2,1,1,NA,NA,NA,1,1,3,1,2,1,1,1,1,1,1,4,1,5,1,3,3,3,4,2,2,2,2,2,2,2,2,2,1,2,2,5,NA,NA,2,1,1,2,2,3,1,1,1,1,4,1,2,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,2,3,3,1,3,5,1,3,1,2,4,2,NA,1,2,2,1,1,6,1,1,1,3,2,NA,2,3,1,6,3,1,1,2,0.5596117762962173
201701665154,2023-08-01T16:45:42Z,2023-08-01T16:55:32Z,2,1,1,2,2,3,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,6,5,1,3,5,NA,5,1,2,2,2,2,5,2,4,3,2,1,1,NA,NA,1,1,2,99,1,1,1,5,5,2,4,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,1,2,2,3,NA,NA,2,1,2,2,3,2,2,3,3,2,4,2,2,NA,NA,NA,NA,NA,NA,1,3,3,1,1,1,NA,NA,NA,NA,1,3,5,2,4,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,3,3,2,2,4,1,9,4,2,1,3,0.37846457991366395
